202-01-38-30;PAGRATI Z (GSM900 );23 44 42;37 57 54;350;0;35;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-38-31;PAGRATI A (GSM1800 );23 44 42;37 57 54;75;0;20;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-1004-31;PAGRATI K (UMTS2100 );23 44 42;37 57 54;75;0;20;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-38-32;PAGRATI B (GSM1800 );23 44 42;37 57 54;210;0;16;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-1004-32;PAGRATI L (UMTS2100 );23 44 42;37 57 54;210;0;7;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-38-33;PAGRATI C (GSM1800 );23 44 42;37 57 54;280;0;16;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-1004-33;PAGRATI M (UMTS2100 );23 44 42;37 57 54;350;0;16;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-38-34;PAGRATI D (GSM1800 );23 44 42;37 57 54;350;0;18;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-1004-34;PAGRATI N (UMTS2100 );23 44 42;37 57 54;75;0;23;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-1004-35;PAGRATI O (UMTS2100 );23 44 42;37 57 54;210;0;7;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-1004-36;PAGRATI P (UMTS2100 );23 44 42;37 57 54;350;0;16;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-1004-37;PAGRATI R (UMTS2100 );23 44 42;37 57 54;75;0;19;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-38-37;PAGRATI U (GSM900 );23 44 42;37 57 54;75;0;23;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-1004-38;PAGRATI S (UMTS2100 );23 44 42;37 57 54;210;0;7;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-1004-39;PAGRATI T (UMTS2100 );23 44 42;37 57 54;350;0;16;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-38-39;PAGRATI W (GSM900 );23 44 42;37 57 54;280;0;35;PAGKRATI - ATHINA;YMITTOY and NEOPTOLEMOY, PAGKRATI
202-01-51-40;ALISSIDA Z (GSM900 );23 44 10;38 05 86;290;0;35;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-51-41;ALISSIDA A (GSM1800 );23 44 10;38 05 86;20;0;20;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-1010-41;ALISSIDA K (UMTS2100 );23 44 10;38 05 86;10;63;19;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-51-42;ALISSIDA B (GSM1800 );23 44 10;38 05 86;115;65;23;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-1010-42;ALISSIDA L (UMTS2100 );23 44 10;38 05 86;130;63;34;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-51-43;ALISSIDA C (GSM1800 );23 44 10;38 05 86;200;65;17;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-1010-43;ALISSIDA M (UMTS2100 );23 44 10;38 05 86;250;63;17;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-51-44;ALISSIDA D (GSM1800 );23 44 10;38 05 86;290;0;20;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-1010-44;ALISSIDA N (UMTS2100 );23 44 10;38 05 86;10;63;19;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-1010-45;ALISSIDA O (UMTS2100 );23 44 10;38 05 86;130;63;34;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-1010-46;ALISSIDA P (UMTS2100 );23 44 10;38 05 86;250;63;16;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-1010-47;ALISSIDA R (UMTS2100 );23 44 10;38 05 86;10;63;19;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-51-47;ALISSIDA U (GSM900 );23 44 10;38 05 86;20;0;32;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-1010-48;ALISSIDA S (UMTS2100 );23 44 10;38 05 86;130;63;41;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-51-48;ALISSIDA V (GSM900 );23 44 10;38 05 86;115;65;35;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-1010-49;ALISSIDA T (UMTS2100 );23 44 10;38 05 86;250;63;16;KYPRIADOY - ATHINA;K. PALAMA 3
202-01-31-50;EGALEO Z (GSM900 );23 40 28;37 59 39;350;0;35;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-31-51;EGALEO A (GSM1800 );23 40 28;37 59 39;50;64;20;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-1016-51;EGALEO K (UMTS2100 );23 40 28;37 59 39;50;64;35;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-31-52;EGALEO B (GSM1800 );23 40 28;37 59 39;140;65;17;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-1016-52;EGALEO L (UMTS2100 );23 40 28;37 59 39;140;65;18;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-31-53;EGALEO C (GSM1800 );23 40 28;37 59 39;220;65;35;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-1016-53;EGALEO M (UMTS2100 );23 40 28;37 59 39;290;65;43;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-31-54;EGALEO D (GSM1800 );23 40 28;37 59 39;290;65;34;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-1016-54;EGALEO N (UMTS2100 );23 40 28;37 59 39;50;64;35;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-31-55;EGALEO E (GSM1800 );23 40 28;37 59 39;350;0;19;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-1016-55;EGALEO O (UMTS2100 );23 40 28;37 59 39;140;65;18;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-1016-56;EGALEO P (UMTS2100 );23 40 28;37 59 39;290;65;43;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-1016-57;EGALEO R (UMTS2100 );23 40 28;37 59 39;50;64;35;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-1016-58;EGALEO S (UMTS2100 );23 40 28;37 59 39;140;65;18;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-31-58;EGALEO V (GSM900 );23 40 28;37 59 39;140;65;32;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-1016-59;EGALEO T (UMTS2100 );23 40 28;37 59 39;290;65;43;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-31-59;EGALEO W (GSM900 );23 40 28;37 59 39;290;65;35;IERAPOLI - AIGALEO;IERA ODOS 296 AIGALEO
202-01-140-61;ZOUMPERI A (GSM1800 );23 58 55;38 42  ;30;67;35;NEA MAKRI ATTIKIS;L. MARATHONOS and AEROPORIAS (GONIA) - ZOYMPERI
202-01-1001-61;ZOUMPERI K (UMTS2100 );23 58 55;38 41 99;30;64;27;NEA MAKRI ATTIKIS;L. MARATHONOS and AEROPORIAS (GONIA) - ZOYMPERI
202-01-140-62;ZOUMPERI B (GSM1800 );23 58 55;38 42  ;180;67;31;NEA MAKRI ATTIKIS;L. MARATHONOS and AEROPORIAS (GONIA) - ZOYMPERI
202-01-1001-62;ZOUMPERI L (UMTS2100 );23 58 55;38 41 99;180;64;41;NEA MAKRI ATTIKIS;L. MARATHONOS and AEROPORIAS (GONIA) - ZOYMPERI
202-01-140-63;ZOUMPERI C (GSM1800 );23 58 55;38 42  ;345;67;34;NEA MAKRI ATTIKIS;L. MARATHONOS and AEROPORIAS (GONIA) - ZOYMPERI
202-01-1001-63;ZOUMPERI M (UMTS2100 );23 58 55;38 41 99;345;64;19;NEA MAKRI ATTIKIS;L. MARATHONOS and AEROPORIAS (GONIA) - ZOYMPERI
202-01-409-71;HALKOUTSI_X1 A (GSM1800 );23 44 17;38 19 20;60;0;35;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-1203-71;HALKOUTX1 K (UMTS2100 );23 44 17;38 19 20;60;0;43;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-409-72;HALKOUTSI_X1 B (GSM1800 );23 44 17;38 19 20;180;0;34;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-1203-72;HALKOUTX1 L (UMTS2100 );23 44 17;38 19 20;180;0;32;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-409-73;HALKOUTSI_X1 C (GSM1800 );23 44 17;38 19 20;300;0;35;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-1203-73;HALKOUTX1 M (UMTS2100 );23 44 17;38 19 20;300;0;53;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-1203-74;HALKOUTX1 N (UMTS2100 );23 44 17;38 19 20;60;0;43;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-1203-75;HALKOUTX1 O (UMTS2100 );23 44 17;38 19 20;180;0;32;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-1203-76;HALKOUTX1 P (UMTS2100 );23 44 17;38 19 20;300;0;53;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-409-77;HALKOUTSI_X1 U (GSM900 );23 44 17;38 19 20;60;0;30;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-1203-77;HALKOUTX1 R (UMTS2100 );23 44 17;38 19 20;60;0;43;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-409-78;HALKOUTSI_X1 V (GSM900 );23 44 17;38 19 20;180;0;26;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-1203-78;HALKOUTX1 S (UMTS2100 );23 44 17;38 19 20;180;0;32;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-409-79;HALKOUTSI_X1 W (GSM900 );23 44 17;38 19 20;300;0;35;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-1203-79;HALKOUTX1 T (UMTS2100 );23 44 17;38 19 20;300;0;45;SYKAMINON ATTIKIS;AGIOS ATHANASIOS ATTIKIS
202-01-409-81;N_PALATIA A (GSM1800 );23 47 28;38 19 11;60;63;35;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-1203-81;NPALATIA K (UMTS2100 );23 47 28;38 19 11;60;63;39;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-409-82;N_PALATIA B (GSM1800 );23 47 28;38 19 11;180;63;35;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-1203-82;NPALATIA L (UMTS2100 );23 47 28;38 19 11;180;63;37;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-409-83;N_PALATIA C (GSM1800 );23 47 28;38 19 11;280;63;35;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-1203-83;NPALATIA M (UMTS2100 );23 47 28;38 19 11;280;63;57;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-1203-84;NPALATIA N (UMTS2100 );23 47 28;38 19 11;60;63;39;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-1203-85;NPALATIA O (UMTS2100 );23 47 28;38 19 11;180;63;37;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-1203-86;NPALATIA P (UMTS2100 );23 47 28;38 19 11;280;63;57;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-1203-87;NPALATIA R (UMTS2100 );23 47 28;38 19 11;60;63;39;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-1203-88;NPALATIA S (UMTS2100 );23 47 28;38 19 11;180;63;37;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-1203-89;NPALATIA T (UMTS2100 );23 47 28;38 19 11;280;63;57;NEA PALATIA ATTIKIS;AGIOY GEORGIOY
202-01-409-91;AVLONA_X A (GSM1800 );23 42 56;38 17 33;30;65;35;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-1203-91;AVLONAX K (UMTS2100 );23 42 55;38 17 23;30;65;47;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-409-92;AVLONA_X B (GSM1800 );23 42 56;38 17 33;200;65;31;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-1203-92;AVLONAX L (UMTS2100 );23 42 55;38 17 23;200;65;23;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-409-93;AVLONA_X C (GSM1800 );23 42 56;38 17 33;265;65;35;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-1203-93;AVLONAX M (UMTS2100 );23 42 55;38 17 23;265;63;60;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-409-94;AVLONA_X D (GSM1800 );23 42 56;38 17 33;300;65;35;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-1203-94;AVLONAX N (UMTS2100 );23 42 55;38 17 23;30;65;38;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-1203-95;AVLONAX O (UMTS2100 );23 42 55;38 17 23;200;65;19;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-1203-96;AVLONAX P (UMTS2100 );23 42 55;38 17 23;265;63;60;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-409-97;AVLONA_X U (GSM900 );23 42 56;38 17 33;30;65;35;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-409-98;AVLONA_X V (GSM900 );23 42 56;38 17 33;200;65;31;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-409-99;AVLONA_X W (GSM900 );23 42 56;38 17 33;265;65;35;AYLONAS ATTIKIS;YPSOMA PALIOHORI SYKAMINOY - AYLONA
202-01-409-101;AG. APOSTOLI A (GSM1800 );23 54 25;38 17 41;0;320,7;35;AG. APOSTOLOI ATTIKIS;ODOS AG. APOSTOLON
202-01-1203-101;AG. APOSTOLI K (UMTS2100 );23 54 25;38 17 41;0;320,7;42;AG. APOSTOLOI ATTIKIS;ODOS AG. APOSTOLON
202-01-409-111;AGAPOSTOX A (GSM1800 );23 52 47;38 17 40;0;65;35;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-1203-111;AGAPOSTOX K (UMTS2100 );23 52 47;38 17 40;70;63;21;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-409-112;AGAPOSTOX B (GSM1800 );23 52 47;38 17 40;5;34;35;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-1203-112;AGAPOSTOX L (UMTS2100 );23 52 47;38 17 40;265;0;50;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-409-113;AGAPOSTOX C (GSM1800 );23 52 47;38 17 40;70;65;35;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-1203-113;AGAPOSTOX M (UMTS2100 );23 52 47;38 17 40;350;0;22;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-409-114;AGAPOSTOX D (GSM1800 );23 52 47;38 17 40;265;0;35;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-1203-114;AGAPOSTOX N (UMTS2100 );23 52 47;38 17 40;70;63;21;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-409-115;AGAPOSTOX E (GSM1800 );23 52 47;38 17 40;350;0;14;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-1203-115;AGAPOSTOX O (UMTS2100 );23 52 47;38 17 40;265;0;43;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-1203-116;AGAPOSTOX P (UMTS2100 );23 52 47;38 17 40;350;0;22;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-1203-117;AGAPOSTOX R (UMTS2100 );23 52 47;38 17 40;70;63;19;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-409-117;AGAPOSTOX U (GSM900 );23 52 47;38 17 40;0;65;35;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-1203-118;AGAPOSTOX S (UMTS2100 );23 52 47;38 17 40;265;0;40;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-409-118;AGAPOSTOX V (GSM900 );23 52 47;38 17 40;70;65;35;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-1203-119;AGAPOSTOX T (UMTS2100 );23 52 47;38 17 40;350;0;20;KALAMOS ATTIKIS;LOFOS PANAGIAS, KALAMOS ATTIKIS
202-01-409-121;MARCOPOULO_X A (GSM1800 );23 49 58;38 16 27;100;65;35;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-1203-121;MARKOPOX K (UMTS2100 );23 49 58;38 16 27;100;63;26;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-409-122;MARCOPOULO_X B (GSM1800 );23 49 58;38 16 27;220;65;35;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-1203-122;MARKOPOX L (UMTS2100 );23 49 58;38 16 27;220;63;32;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-409-123;MARCOPOULO_X C (GSM1800 );23 49 58;38 16 27;300;65;29;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-1203-123;MARKOPOX M (UMTS2100 );23 49 58;38 16 27;340;63;19;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-409-124;MARCOPOULO_X D (GSM1800 );23 49 58;38 16 27;340;65;35;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-1203-124;MARKOPOX N (UMTS2100 );23 49 58;38 16 27;100;63;26;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-1203-125;MARKOPOX O (UMTS2100 );23 49 58;38 16 27;220;63;32;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-1203-126;MARKOPOX P (UMTS2100 );23 49 58;38 16 27;340;63;19;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-1203-127;MARKOPOX R (UMTS2100 );23 49 58;38 16 27;100;63;26;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-409-128;MARCOPOULO_X V (GSM900 );23 49 58;38 16 27;300;65;35;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-1203-128;MARKOPOX S (UMTS2100 );23 49 58;38 16 27;220;63;32;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-409-129;MARCOPOULO_X W (GSM900 );23 49 58;38 16 27;340;65;35;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-1203-129;MARKOPOX T (UMTS2100 );23 49 58;38 16 27;340;63;19;MARKOPOYLO OROPOY ATTIKIS;YPSOMA ASVESTOLITHOS, MARKOPOULO
202-01-409-141;KOTRAVLON A (GSM1800 );23 44 26;38 14 51;30;65;28;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-409-142;KOTRAVLON B (GSM1800 );23 44 26;38 14 51;80;65;35;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-1203-142;KOTRAVLON L (UMTS2100 );23 44 26;38 14 51;80;63;42;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-409-143;KOTRAVLON C (GSM1800 );23 44 26;38 14 51;290;65;35;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-1203-143;KOTRAVLON M (UMTS2100 );23 44 26;38 14 51;300;0;34;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-1203-145;KOTRAVLON O (UMTS2100 );23 44 26;38 14 51;80;63;42;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-1203-146;KOTRAVLON P (UMTS2100 );23 44 26;38 14 51;300;0;34;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-409-147;KOTRAVLON U (GSM900 );23 44 26;38 14 51;30;65;35;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-1203-148;KOTRAVLON S (UMTS2100 );23 44 26;38 14 51;80;63;42;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-1203-149;KOTRAVLON T (UMTS2100 );23 44 26;38 14 51;300;0;34;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-409-149;KOTRAVLON W (GSM900 );23 44 26;38 14 51;300;0;35;AYLONAS ATTIKIS;KOTRONI, AYLONA, ATTIKIS
202-01-142-151;POLIDENDRI X A (GSM1800 );23 51 30;38 13 49;40;67;0;POLYDENDRI ATTIKIS;MALIGKRAVEZA, POLYDENDRI ATTIKIS
202-01-1001-151;POLIDENDRI-X K (UMTS2100 );23 51 30;38 13 49;90;64;45;POLYDENDRI ATTIKIS;MALIGKRAVEZA, POLYDENDRI ATTIKIS
202-01-142-152;POLIDENDRI X B (GSM1800 );23 51 30;38 13 49;90;65;0;POLYDENDRI ATTIKIS;MALIGKRAVEZA, POLYDENDRI ATTIKIS
202-01-1001-152;POLIDENDRI-X L (UMTS2100 );23 51 30;38 13 49;180;65;16;POLYDENDRI ATTIKIS;MALIGKRAVEZA, POLYDENDRI ATTIKIS
202-01-142-153;POLIDENDRI X C (GSM1800 );23 51 30;38 13 49;150;34;0;POLYDENDRI ATTIKIS;MALIGKRAVEZA, POLYDENDRI ATTIKIS
202-01-1001-153;POLIDENDRI-X M (UMTS2100 );23 51 30;38 13 49;270;64;17;POLYDENDRI ATTIKIS;MALIGKRAVEZA, POLYDENDRI ATTIKIS
202-01-142-154;POLIDENDRI X D (GSM1800 );23 51 30;38 13 49;180;65;0;POLYDENDRI ATTIKIS;MALIGKRAVEZA, POLYDENDRI ATTIKIS
